"","comments","event","Date"
"3136","Deception gone on rampage ; they will not cover this ; even fox news is not covering the whole story . People need to know how many people who after taking so far as they were covid .","AZ Clots","2021-04-13"
"3137","Remember when and was at Event 201 , in the fall of 2019 , by the Bill and Foundation , make believe pandemic ? Weird ...🤔","AZ Clots","2021-04-13"
"3138","I understand that each company the need to have their own version setting it apart from the competition but given the current situation with regard to public health , why the hell ' t they keep the the same ...!?!","AZ Clots","2021-04-13"
"3139","I really hope when some of these taking a non vaccine have one day it comes out like the fish with 100 from The 😂😂😂","AZ Clots","2021-04-13"
"3140","And some of y ’ all ran to take this crap ! 😂😂😂","AZ Clots","2021-04-13"
"3141","A few with zero responsibility from the vaccine","AZ Clots","2021-04-13"
"3142","All of these are experimental and NOT . Also , per the , they will not give you immunity . They MIGHT lessen the severity of your . Of course , there are no long term , so if you get one , you are literally being a guinea pig . Ask yourself , why are the being as the only option , when there are therapeutics that have been proven to work , by around the world ? Also , building your immune system is the best way to fight off a virus , but that ’ s not being about either . It ’ s constant vaccine pushing , 24 / 7 , and our are holding our hostage until we submit to being guinea .","AZ Clots","2021-04-13"
"3143","Hare Hare Hare Hare Hare Hare Hare Hare ××××××××××","AZ Clots","2021-04-13"
"3144","Totally the 100 ’ s of severe side effects from the other !!!! How gullible people can be ?","AZ Clots","2021-04-13"
"3145","I wont take any COVID shot . My family is me to do it , but I have . I did get a flu shot for the first time because my family wouldnt let me see my grand daughter unless I did . No known side effects so far .","AZ Clots","2021-04-13"
"3146","J & J vaccine is made from aborted . Do your research people !!","AZ Clots","2021-04-13"
"3147","So basically we at war .","AZ Clots","2021-04-13"
"3148","All deadly","AZ Clots","2021-04-13"
"3149","RUN !!!! This is a experimental vaccine , just like the other . It over 10 to make . are just to ruin immune system . Keep you running to for more medicine , no cure . Rich need your money . How can they go on vacation without you being sick .","AZ Clots","2021-04-13"
"3150","The vaccine they are giving people is not a real vaccine I took the polio vaccine when I was really young in a sugar cube it was pink I never had to get another polio vaccine I rest my case","AZ Clots","2021-04-13"
"3151","But but but dont you want to put poison and animal in your body ??????","AZ Clots","2021-04-13"
"3152","Must be because of all the toxic racism out there ... that ' s the real health threat out there .. according to the .... right ??... Bunch of woke !!","AZ Clots","2021-04-13"
"3153","","AZ Clots","2021-04-13"
"3154","It ' s not safe","AZ Clots","2021-04-13"
"3155","This is result of "" big guy "" program that he about , his 100 million . Apparently without regard for full safety .","AZ Clots","2021-04-13"
"3156","Can we sue ?","AZ Clots","2021-04-13"
"3157","One in 1 Million to get this side effect . The odds of being stroke of lightning is One in 500K .","AZ Clots","2021-04-13"
"3158","Why would I take an rushed vaccine that had minimal testing , for a virus that a survival rate better than 97 % amongst healthy ?","AZ Clots","2021-04-13"
"3159","💉🤡💉🤡🐑💉🐑💉🐑💉🐑💉🐑💉🐑💉🖕💉🖕💉🖕💉","AZ Clots","2021-04-13"
"3160","No thanks for any experimental for me , maybe in 5 after they find all the short term side effects along with long term effects . I will take my 98 % chance of survival and let my strong immune system deal with it .","AZ Clots","2021-04-13"
"3161","They already stopped this jab from J & J in .... only if the media would have have told the public a long time ago . Maybe these 6 people could have been saved . All they did was put a warning on the label ... may cause blood , and kept going ! Yeah they have our best interest at heart . Do your own research ... trust God or . Your choice .","AZ Clots","2021-04-13"
"3162","This be there excuse when te truth comes into the light . "" I wish we have had more time to study this poison ""","AZ Clots","2021-04-13"
"3163","I ’ been struggling with home schooling and struggling since covid catch up on my all my . I finally back to work two ago but was told I would be let go if I did not get the vaccine . It ’ s such a scary world we are living in . Can not believe have that option . So I decided to get the and vaccine on I ’ m so sick I can ’ t get out of bed . been sick now for three days . Feeling hopeless again . are piling up . I ’ t pay my student the pandemic so all my tax refund was taken . So I can ’ t afford to be sick ! I ’ m losing hope . I do have faith . That God will restore my health so I can get back to work If anyone may help my is on my page . Thank you God bless !","AZ Clots","2021-04-13"
"3164","There are why usually 3 - 12 for Full approval . Just like you don ' t just get your driver ' s license handed to you . You actually have to go through for safety . BuT tHe sAiD iT WaS SaFe . Here we are .","AZ Clots","2021-04-13"
"3165","So the vaccine just about the same mortality rate as covid . Noted . I ’ take my with covid .","AZ Clots","2021-04-13"
"3166","Just like Trump said : every can get the vaccine by","AZ Clots","2021-04-13"
"3167","Thank you woodcock ...","AZ Clots","2021-04-13"
"3168","roulette any one ?","AZ Clots","2021-04-13"
"3169","Pause them all ! ' t be test for . Who the long term effects ? Nobody !","AZ Clots","2021-04-13"
"3170","I was and can now taste colors and hear . I ' m a Superhuman !","AZ Clots","2021-04-13"
"3171","Rare ???","AZ Clots","2021-04-13"
"3172","Just think : if had worn a year ago the virus would ' by now and this ' t have .","AZ Clots","2021-04-13"
"3173","They are not the vaccine . The all distribution of J & J vaccine","AZ Clots","2021-04-13"
"3174","My Body , My Choice , No for me !","AZ Clots","2021-04-13"
"3175","Just shut up and drink the safe and effective .","AZ Clots","2021-04-13"
"3176","who to get a vaccine when I ’ t study at long enough ? NOT ME !!!","AZ Clots","2021-04-13"
"3177","Here comes the zombie apocalypse","AZ Clots","2021-04-13"
"3178","any one know witch one doing the blood clot ?!","AZ Clots","2021-04-13"
"3179","Only because it ’ s the only vaccine that ’ t change your , a bunch of crap !","AZ Clots","2021-04-13"
"3180","Here is the Summary . You are the test . So far only a one in a million chance your blood will turn to sand .","AZ Clots","2021-04-13"
"3181","This J & J vaccine is only killing . Unbelievable","AZ Clots","2021-04-13"
"3182","I REFUSE to take any shot so it ' s","AZ Clots","2021-04-13"
"3183","You can not compare car crash or lightning strike to this roulette vaccine ... I control my car and where I stand in a thunderstorm but to allow them to inject poison into my arm then wait to see if I die in a couple . That ’ s not going to happen !!! Nor my to my ...","AZ Clots","2021-04-13"
"3184","Why ' t they tell us about the blood issue when J & J and first came out ? Answer : because they ' t know . Point being we DON ' T KNOW what the long term side - effects will be with these , so no thank you . I won ' t be getting .","AZ Clots","2021-04-22"
"3185","The of throwing a clot with the J & J vaccine is merely 1 / 1 , 000 , 000 , 000 ; while on birth control face a 1 / 10 , 000 risk EVERY MONTH that they take it .. All 6 of the people who blood after taking the J & J vaccine were , age 18 - 48 ( basically , child bearing ). How much do you want to bet they were on birth control ? It that the vaccine slightly the chance that a woman ' s birth control will cause to form , the next time she it , after the vaccine . Maybe , not even that . They might have blood , whether or not , they had the vaccine . The fact that they within 3wks of inoculation , COULD BE just a coincident . It ' s long been suspected that been enjoying kick from . But is no longer a death sentence , so associated are probably running thin . by the fact that he ' s actively suppressed other less expensive covid , and ( that would also dilute from the vaccine ), it is highly likely that he ' s IN BED with ( and perhaps other big ). If so , he can ' t have another vaccine off , by appealing to people who don ' t trust technology ; and he had to step in to nullify the competition .","AZ Clots","2021-04-16"
